0,0.76,0.110697240829,3854.84
1,0.36,0.108480205536,2770.8
2,0.12,0.108177518845,2527.6
3,0.0,0.132669277191,4068.44
4,0.0,0.145804681778,4632.04
5,0.0,0.178329639435,6118.96
6,0.0,0.228452644348,8475.88
7,0.0,0.349933395386,14434.16
8,0.0,0.354471206665,13946.56
9,0.0,0.423695478439,16474.48
10,0.0,0.558418636322,21665.52
11,0.0,0.497574682236,17866.36
12,0.0,0.695079193115,24951.12
13,0.0,0.870100440979,30397.96
14,0.0,0.806465234756,27022.44
15,0.0,0.867237319946,28085.88
16,0.0,0.961811876297,30418.6
17,0.0,0.967794322968,29507.32
18,0.0,0.91956407547,26707.24
19,0.0,1.14024979591,32745.32
20,0.0,1.11921252251,30967.2
21,0.0,1.15810700417,31136.76
22,0.0,1.36887091637,35234.4
23,0.0,1.67057067871,40916.8
24,0.0,1.55454480171,36627.88